Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_245,Building,New York,9/1/2020,6/13/2022,34327716,33064706.32,-1263009.676,687,932.4683648,245.4683648,0.554095592,2.489742963,211.7025457,11.40965182,81.21537065,Stormy,240,39926.27317,404.7757252,9378,76.0283718,2,4.37537165,52.91321568,0,82.73903029,Medium
PJT_246,Building,Chicago,9/2/2020,4/27/2022,3975605,4108456.929,132851.929,780,1081.925544,301.9255442,0.634440671,1.55017012,263.9115805,7.235317354,72.44520156,Cloudy,74,29078.31874,364.1307196,2845,55.45472695,7,4.318516047,83.75274154,1,91.06160935,High
PJT_247,Tunnel,Chicago,9/3/2020,5/5/2021,39653586,48041697.1,8388111.102,251,277.3824657,26.38246571,0.881141829,4.059838712,213.5815058,15.4298796,85.7009917,Sunny,213,40887.004,290.323288,8660,60.00742123,2,2.750769774,88.33852726,0,71.57249095,Medium
PJT_248,Bridge,Los Angeles,9/4/2020,3/15/2021,32664126,41308739.53,8644613.53,426,494.2522711,68.25227109,0.545217625,4.335760755,338.4527258,11.45363362,23.77288033,Rainy,201,31811.33896,339.1717386,2702,66.49112179,3,5.026703089,85.50177923,1,19.43432646,High
PJT_249,Tunnel,Seattle,9/5/2020,10/2/2021,47831679,50089878.98,2258199.98,820,1155.448113,335.448113,0.137337817,3.365040831,455.5666435,37.49673517,20.85258848,Snowy,144,19154.57439,185.347395,1390,71.75140592,9,6.621720028,86.85093182,1,57.06930492,High
PJT_250,Building,Houston,9/6/2020,11/1/2021,14763700,13798734.17,-964965.8325,787,879.8291771,92.82917706,1.770846808,0.234822112,123.7641179,41.10935364,66.29366797,Rainy,235,30249.95489,412.1713098,1654,66.9619523,6,2.252393511,55.23099253,1,61.53706981,Medium
PJT_251,Bridge,Houston,9/7/2020,7/11/2022,24066465,27306285.82,3239820.815,766,1054.292587,288.2925873,1.93465868,2.831614401,221.6339645,6.689926905,40.25466872,Snowy,216,29007.88638,132.9128311,6835,69.59173119,2,9.755315753,84.67254205,0,35.3673757,High
PJT_252,Tunnel,Chicago,9/8/2020,10/5/2021,15573834,16204917.25,631083.2526,745,1091.123568,346.1235682,0.748983735,3.81647456,113.3908718,37.51646941,37.74507113,Snowy,95,42055.38742,267.7724624,5271,57.91532538,3,4.989530588,59.08737913,0,99.21662262,Medium
PJT_253,Tunnel,Los Angeles,9/9/2020,1/29/2023,42707317,44062520.7,1355203.699,523,666.2634151,143.2634151,0.743163071,0.68251506,331.2246967,32.98377212,43.16209614,Rainy,254,49177.72478,772.0934002,9955,49.53790564,7,9.531648251,54.90077159,0,40.20651612,High
PJT_254,Building,Houston,9/10/2020,2/9/2022,10176748,15020042.31,4843294.315,233,313.3794948,80.37949479,0.113474444,1.143353757,377.9917293,41.19442198,38.88572405,Stormy,187,23496.91544,392.9220898,4400,42.84099864,3,2.21193034,87.85804152,0,28.92292924,Low
PJT_255,Bridge,Chicago,9/11/2020,8/29/2021,23941230,30400102.01,6458872.01,707,977.8222798,270.8222798,1.392476308,4.412475525,469.3607297,3.51626717,55.80054844,Cloudy,264,39352.58053,701.4133153,6319,51.75872335,8,7.904943579,94.47030586,1,19.91224258,High
PJT_256,Building,Seattle,9/12/2020,1/11/2023,46501579,57388857.25,10887278.25,790,1111.548794,321.5487936,1.668335802,0.100608609,175.4923668,21.73275326,50.81039131,Sunny,259,9489.335182,745.195758,7732,74.91661849,3,6.558742455,85.83549537,0,44.06511348,High
PJT_257,Bridge,Houston,9/13/2020,8/22/2021,29911861,34382639.16,4470778.162,711,808.4297539,97.42975393,0.378555771,3.763635689,477.5950426,5.099952161,55.8699986,Sunny,81,39957.41163,623.0668085,7674,87.16692687,3,8.380577076,90.27867264,0,72.33568225,High
PJT_258,Dam,Chicago,9/14/2020,6/20/2022,25276628,29254325.01,3977697.009,737,685.9687016,-51.03129835,0.403366064,2.368866463,78.46820232,35.32519698,67.08995281,Sunny,146,21713.76104,962.8279672,2085,50.15485585,4,6.406101307,99.55440776,0,30.8275384,High
PJT_259,Road,Chicago,9/15/2020,7/23/2022,40770506,49925237.82,9154731.823,372,424.4987837,52.49878374,1.601158175,2.233860794,321.3562385,-9.707169519,47.09913563,Rainy,213,6772.55733,119.29588,6446,46.51332147,0,9.665529699,56.73779557,0,79.25897957,High
PJT_260,Road,New York,9/16/2020,2/12/2023,11511846,15170977.01,3659131.013,237,309.1081359,72.10813588,1.270952422,0.035482662,75.7097237,21.06505396,37.5915381,Rainy,205,21346.07804,764.7873855,5376,84.95742163,6,6.642386478,98.25762762,0,22.18611409,High
PJT_261,Road,Seattle,9/17/2020,4/14/2022,47669316,62984878.88,15315562.88,616,720.8495026,104.8495026,0.185235059,4.096991155,452.1983845,8.65618872,31.63403758,Stormy,193,32478.92379,962.9079795,2963,58.30949983,8,8.061437128,80.05989027,0,49.64211379,High
PJT_262,Building,New York,9/18/2020,2/17/2023,39143159,39261228.26,118069.2572,290,391.3195882,101.3195882,1.282839282,1.799124503,288.4140757,7.747603889,44.46318837,Sunny,65,10366.25755,876.0445564,6177,97.08996635,8,8.898235953,90.66265787,0,73.21363661,High
PJT_263,Dam,Los Angeles,9/19/2020,1/19/2022,44562003,53477418.28,8915415.275,308,343.170353,35.17035297,0.686943673,2.703828157,351.2067578,25.46984781,71.92645327,Stormy,67,46581.55216,251.1034226,5572,82.85907824,0,7.431251241,82.50845908,0,22.17784624,High
PJT_264,Bridge,New York,9/20/2020,9/17/2021,9978989,11447645.28,1468656.279,885,1133.549139,248.5491389,0.800577795,3.386503432,424.2082667,36.83164471,72.96934371,Sunny,185,8495.258597,394.1382756,8543,59.60536283,5,5.718129909,78.50188944,0,63.8057989,High
PJT_265,Tunnel,New York,9/21/2020,12/8/2022,14792249,21039255.09,6247006.088,505,510.9852009,5.985200871,1.562489695,3.513147882,117.6397801,23.50574653,66.68337707,Rainy,283,46850.30239,255.2066559,9907,57.37256487,2,3.455353709,85.1809497,0,81.90572612,Medium
PJT_266,Bridge,Houston,9/22/2020,8/12/2022,29098059,37212092.11,8114033.114,187,252.3792508,65.37925079,1.640776866,4.779900294,67.36620287,36.92451383,36.38197227,Cloudy,257,36821.18831,641.1775274,1242,71.42190318,3,8.690433521,66.01293323,0,63.59940067,High
PJT_267,Tunnel,Chicago,9/23/2020,2/27/2023,4683909,5712038.454,1028129.454,208,255.3028569,47.30285691,0.860677591,2.656699766,445.4965157,4.552841153,61.16603721,Cloudy,296,19837.04789,740.9691838,7510,44.7486801,7,5.325204274,96.21357617,0,56.03175319,Medium
PJT_268,Bridge,Seattle,9/24/2020,9/19/2022,36094032,34983663.54,-1110368.456,291,297.5296422,6.52964224,1.899590578,1.998597755,191.7199524,18.57260201,59.94827631,Cloudy,297,22583.76565,385.3663924,4915,47.06059076,3,6.586374037,55.7646286,0,85.44695979,High
PJT_269,Dam,New York,9/25/2020,10/8/2022,42019538,53086758.78,11067220.78,852,916.0249919,64.02499189,0.872279164,4.768518132,108.0405086,14.77950965,53.89863387,Cloudy,124,38336.42141,585.5559166,1837,50.55147288,7,1.713038841,65.9015592,1,98.6878315,Medium
PJT_270,Tunnel,Seattle,9/26/2020,12/8/2022,20847987,20229267.6,-618719.3988,310,418.2412198,108.2412198,1.566488467,3.210551175,260.8075567,-9.359530527,58.49852905,Snowy,247,32066.19954,721.8285131,4323,86.4834156,3,5.476161908,51.55811766,0,26.31816571,Medium
PJT_271,Building,New York,9/27/2020,11/9/2022,18920863,20856920.35,1936057.351,367,436.5687921,69.56879209,1.019366803,1.490751781,319.2377341,20.62466787,54.42534428,Sunny,50,35223.93147,479.2058349,3953,70.83144156,8,7.283418796,63.56615238,1,72.22117072,High
PJT_272,Bridge,Los Angeles,9/28/2020,11/8/2021,33453189,32974981.65,-478207.3524,854,879.2945101,25.29451006,1.80531142,0.632321227,63.93677154,26.38383783,59.58194563,Cloudy,239,22512.40774,868.6139774,2432,40.63402737,5,6.256647189,60.91065386,0,17.25917989,High
PJT_273,Bridge,New York,9/29/2020,6/6/2022,46554686,61230780.2,14676094.2,888,1314.56209,426.5620902,1.824746363,4.212772507,173.7030462,22.55529224,70.08541682,Snowy,174,26951.60668,794.3949418,7854,80.41099165,0,5.036993704,52.48154303,0,13.85569216,High
PJT_274,Tunnel,Houston,9/30/2020,5/24/2022,24933622,25525827.15,592205.1459,654,869.2150578,215.2150578,0.266091935,1.810908014,64.75994342,30.49539443,27.67397361,Snowy,253,49544.03678,158.1989895,8655,65.42141072,9,3.010845851,74.58870319,0,35.27370732,Medium
PJT_275,Building,Chicago,10/1/2020,10/4/2022,2416953,2743521.113,326568.1126,543,800.5345284,257.5345284,1.879337329,3.302348607,239.1509251,21.42367406,72.47380265,Snowy,298,14626.52917,659.0127692,9431,70.6511419,1,3.787031801,73.43180209,0,97.38278097,Medium
PJT_276,Building,Los Angeles,10/2/2020,4/20/2021,31250211,44919205.37,13668994.37,383,442.8487394,59.84873942,1.668516199,2.354082097,452.7950131,-6.328735983,29.51203051,Stormy,87,23803.52839,311.7929959,9330,52.8469746,6,7.305619223,53.88727219,0,59.69760862,High
PJT_277,Dam,New York,10/3/2020,10/6/2022,20471461,20933907.82,462446.8246,391,463.3585399,72.35853993,1.603490357,0.994648899,492.1935852,-3.595496175,24.66395989,Stormy,269,18132.04344,601.7664382,9611,73.1069337,9,3.01771629,63.09252657,0,34.14442096,Medium
PJT_278,Building,Seattle,10/4/2020,5/3/2022,30288010,36487451.91,6199441.913,800,1151.018504,351.0185038,0.481731545,3.008433043,336.6713991,22.80610176,88.32557804,Snowy,94,39430.01797,961.1995984,1303,98.74919439,6,6.595539538,97.66610802,1,21.93274868,High
PJT_279,Building,Los Angeles,10/5/2020,12/18/2022,1421280,1636693.456,215413.4559,455,552.8384699,97.83846989,1.629726497,0.303415345,122.7369622,5.123855559,86.98942382,Cloudy,235,39380.56815,891.1558041,3162,44.40668146,2,6.307638513,55.53683123,0,92.81650627,High
PJT_280,Building,Los Angeles,10/6/2020,7/17/2021,1909245,1739082.441,-170162.5592,252,333.7405715,81.74057148,1.715252196,2.066712299,457.6322255,-5.619517903,24.23055815,Sunny,130,18160.04574,464.0647628,7486,57.03504398,0,9.733757314,65.25093244,1,42.61299237,High
PJT_281,Road,New York,10/7/2020,10/13/2021,16993238,23376830.58,6383592.58,858,902.0185973,44.01859733,0.649385635,2.733074698,282.3115204,13.62815089,51.0277409,Rainy,178,8662.564248,362.3624725,5102,54.57985557,7,1.547036582,51.79311992,0,37.60275433,Low
PJT_282,Dam,Los Angeles,10/8/2020,4/22/2021,49427722,46532618.92,-2895103.082,422,492.9111419,70.91114188,1.909294149,2.180234871,119.1871904,20.48774289,33.03714568,Stormy,81,5514.47045,310.96517,7874,54.91295865,9,1.973103466,57.44436013,0,87.21670888,Low
PJT_283,Bridge,Seattle,10/9/2020,8/4/2021,35147064,41633560.54,6486496.545,281,273.7136474,-7.286352624,0.194734278,3.743360876,464.7770013,8.081029359,53.9741428,Cloudy,185,24235.274,579.2633828,2168,62.72238145,9,5.554751191,84.96985537,0,64.39625485,Medium
PJT_284,Tunnel,Los Angeles,10/10/2020,5/5/2022,13425714,16599646.46,3173932.46,864,884.3800506,20.3800506,0.384827581,4.139624773,390.8610728,29.62385362,78.11240701,Cloudy,167,23465.19175,202.8236079,1415,89.08658708,6,5.743988428,68.33582503,0,25.17725005,Medium
PJT_285,Bridge,Seattle,10/11/2020,6/7/2022,30920720,39487487.1,8566767.103,350,315.1981172,-34.80188279,1.121404162,3.85621537,379.2673727,25.40738345,86.54282423,Rainy,89,49477.54454,594.3475073,6243,94.7715214,9,1.359348929,72.60382853,0,47.93594784,Low
PJT_286,Dam,New York,10/12/2020,8/16/2021,27638002,36293643.21,8655641.209,832,768.4011138,-63.59888622,1.194005695,0.194064739,369.1313167,8.30500986,64.39768574,Rainy,233,26141.09341,101.2002755,1149,52.13290525,7,8.432698788,57.84891976,0,93.54079613,High
PJT_287,Tunnel,Chicago,10/13/2020,8/18/2021,17439220,18345421.69,906201.6897,367,545.4978979,178.4978979,1.325785158,0.970643852,140.1529195,31.51798909,44.7733967,Cloudy,240,16538.82663,391.4646677,7524,72.57699628,0,5.452511483,84.10700864,1,91.10832171,High
PJT_288,Dam,Los Angeles,10/14/2020,11/4/2022,13259034,12012515.96,-1246518.037,620,648.1555746,28.15557459,0.132241346,2.683037546,144.9530113,25.67822734,62.2327896,Rainy,284,45105.32485,297.9408824,6899,78.21393833,2,4.11979372,87.5760799,0,16.30988135,Medium
PJT_289,Building,Chicago,10/15/2020,10/24/2022,6730385,8978779.124,2248394.124,265,343.9664028,78.96640281,1.924696872,4.674110202,359.7318493,25.05949583,41.84009143,Cloudy,287,27098.05773,974.096911,1838,71.30964846,1,3.869683936,59.05560248,0,34.17518735,Medium
PJT_290,Tunnel,Seattle,10/16/2020,5/12/2021,26580123,32464801.68,5884678.678,655,919.2661816,264.2661816,0.184717376,4.174783875,148.8752375,20.43852354,83.68765486,Rainy,265,31962.90358,754.5180876,7144,66.04458365,0,8.752664634,52.24967318,0,23.90854582,High
PJT_291,Building,Los Angeles,10/17/2020,7/20/2021,36935918,51771991.15,14836073.15,231,284.2215397,53.22153965,0.37181771,4.212672542,247.4022636,-9.373568255,80.92803242,Rainy,123,9305.091969,414.6880424,8466,51.51853035,4,2.770595798,54.04705672,0,58.04305428,Medium
PJT_292,Bridge,Houston,10/18/2020,4/25/2021,48368963,67369888.7,19000925.7,290,287.647143,-2.352856985,0.126627583,1.516040969,401.9008215,28.30789509,59.07622252,Cloudy,160,22231.23833,183.5605779,2320,69.29316155,2,2.443759349,82.85228786,0,77.49849853,Medium
PJT_293,Bridge,Chicago,10/19/2020,12/14/2021,42722758,60068014.07,17345256.07,222,296.7851095,74.78510945,1.177031023,2.147239485,402.7786331,10.68229851,42.73592408,Snowy,152,47490.06535,565.1205352,2523,64.07288966,9,2.918606763,56.77553012,0,36.598889,Medium
PJT_294,Tunnel,Los Angeles,10/20/2020,12/5/2021,13550508,16139424.64,2588916.642,390,491.45883,101.45883,1.871307079,2.353529737,253.9677976,41.84353406,40.53727729,Cloudy,152,31527.74229,292.1030932,6234,87.73380175,7,6.625202929,74.69594171,0,78.21964696,High
PJT_295,Tunnel,Chicago,10/21/2020,1/27/2022,34214626,37642145.87,3427519.872,379,507.386384,128.386384,1.365299616,0.786857917,406.4854722,34.98916241,22.33925963,Sunny,123,20502.58348,582.7865913,7144,85.81626155,5,8.298377701,57.63207655,0,70.18440158,High
PJT_296,Dam,Los Angeles,10/22/2020,4/4/2023,44860083,61679694.7,16819611.7,806,1097.649467,291.6494668,1.66304919,0.155340651,427.3798083,22.32319582,77.10745957,Rainy,213,33155.02313,851.8261188,1552,48.03992087,9,3.978808244,58.50740241,0,75.53999885,Medium
PJT_297,Dam,New York,10/23/2020,11/6/2021,14605804,17100131.62,2494327.617,205,304.4754752,99.47547523,0.125234287,4.734514497,344.6490881,3.870009,51.52682491,Stormy,266,45968.49903,654.2132969,4756,45.31114315,8,2.561157983,50.21802517,0,95.3419342,Low
PJT_298,Building,Chicago,10/24/2020,7/9/2021,8085904,8167291.194,81387.1938,478,594.6979487,116.6979487,1.129829067,1.203562928,152.7916335,1.20445663,42.75930499,Rainy,163,17329.57702,670.4095776,4671,94.48923659,8,2.882747509,66.04121279,1,48.21506747,Medium
PJT_299,Tunnel,Houston,10/25/2020,10/12/2021,14824880,20947324.35,6122444.346,256,282.8760749,26.87607491,0.973169657,1.199744519,173.3053012,8.721166072,52.97772485,Sunny,172,27730.25233,586.9272602,1481,72.13050334,5,6.572654007,54.4898633,0,40.83112222,High
PJT_300,Bridge,Houston,10/26/2020,8/3/2022,7699744,11007060.67,3307316.669,316,407.34888,91.34887999,1.048039094,0.416895269,191.6785199,16.2112369,77.31165933,Stormy,106,48141.07943,934.5390694,1599,91.46805624,1,3.214317036,69.69806377,0,71.54624873,Medium
PJT_301,Dam,Seattle,10/27/2020,11/26/2022,11587999,13671357.29,2083358.293,199,187.2718207,-11.72817932,0.237205052,4.64253876,102.5618485,6.283603052,28.72299454,Stormy,123,12757.82645,938.712416,8677,43.48906723,8,8.895522082,79.88921548,0,82.68014273,High
PJT_302,Dam,Los Angeles,10/28/2020,6/15/2022,26801543,25338710.4,-1462832.602,619,890.393364,271.393364,1.400427186,2.898685575,172.9218292,18.32112225,80.03591918,Cloudy,132,37384.87665,561.450881,2982,71.59093699,1,1.93502219,68.3765974,0,27.23007625,Low
PJT_303,Bridge,Chicago,10/29/2020,7/19/2022,37355877,42312839.53,4956962.527,390,378.9351567,-11.06484335,1.056118788,3.335184286,144.2836509,-0.904626597,82.82561846,Snowy,287,32651.64537,375.1835384,2634,72.36559087,2,1.291316806,85.25408154,1,86.21196407,Medium
PJT_304,Dam,Seattle,10/30/2020,7/23/2021,26974082,37281488.23,10307406.23,730,800.595163,70.59516299,1.553782815,4.557884436,254.8979374,43.77420471,86.26955405,Cloudy,222,35585.3809,513.6283053,8830,91.64212195,5,1.795404214,87.0725884,1,15.20672419,Medium
PJT_305,Building,Chicago,10/31/2020,8/7/2021,47467514,68403745.39,20936231.39,614,853.1205982,239.1205982,1.022052205,1.728100845,458.7968965,-4.064149477,47.82415947,Stormy,128,20804.88338,267.902121,3997,45.85659989,1,8.610788083,84.83031937,0,10.57543769,High
PJT_306,Tunnel,Los Angeles,11/1/2020,5/7/2021,45807180,46818769.52,1011589.524,386,485.7375468,99.73754682,0.383825109,3.107536556,97.01614254,41.25692768,35.19982828,Stormy,257,19124.57181,672.7098838,1686,54.42673382,4,6.861065677,96.83567798,1,24.25844345,High
PJT_307,Bridge,Houston,11/2/2020,11/16/2021,12953070,12178271.33,-774798.6692,618,702.1600509,84.16005092,1.331688213,0.193997274,374.1205658,40.24679063,46.15485729,Snowy,179,35789.43518,550.0831022,6529,64.39229883,1,9.619701698,61.86471385,1,98.08004683,High
PJT_308,Tunnel,New York,11/3/2020,9/18/2022,7839789,11182755.56,3342966.559,845,1000.531879,155.5318793,0.427534088,0.933862641,359.277352,18.8948265,43.30384674,Rainy,142,14699.44783,192.97043,2759,91.95048853,3,4.026668871,59.47282266,0,57.12088399,Medium
PJT_309,Dam,Houston,11/4/2020,7/28/2021,9570556,10849593.47,1279037.465,221,312.2129843,91.21298434,1.75754967,4.156229025,93.0893894,29.87006495,32.33077388,Snowy,245,23884.46352,277.883003,8023,96.3329989,2,2.914103152,80.48557446,1,14.19106704,Medium
PJT_310,Dam,Seattle,11/5/2020,6/15/2021,20360030,24942188.69,4582158.691,590,651.3615527,61.36155267,1.264920854,3.833841782,465.1575822,13.98265639,62.50866691,Cloudy,294,13467.85907,531.6687606,7208,99.56347718,4,6.057777154,79.74385047,0,99.74581156,High
PJT_311,Bridge,New York,11/6/2020,5/24/2022,15994127,23684734.83,7690607.825,702,998.0964472,296.0964472,0.398687379,1.753213457,305.812491,24.65190176,53.36369124,Rainy,99,5373.717851,898.8300916,8234,97.55160919,5,5.840454512,75.50491668,0,77.04201293,High
PJT_312,Building,Seattle,11/7/2020,1/16/2023,35761183,33613324.75,-2147858.25,789,751.8228396,-37.17716038,1.928442309,1.884053139,213.6764845,8.731676558,80.59906946,Cloudy,78,48652.5812,609.7516486,3480,40.35650535,6,6.319215894,50.21765957,0,85.42045684,High
PJT_313,Road,Los Angeles,11/8/2020,7/15/2022,32707157,42159224.61,9452067.613,606,827.8439118,221.8439118,1.08489438,2.667772168,390.4423626,6.563746088,22.24767063,Snowy,272,24426.63404,713.3815002,8476,42.86250049,9,4.127804764,77.7619115,0,29.16464738,Medium
PJT_314,Bridge,New York,11/9/2020,6/19/2022,1953692,1845190.303,-108501.6973,454,639.4719752,185.4719752,0.238507059,0.001205023,165.8144563,21.80263824,65.07075493,Rainy,130,48620.73265,405.1256948,8770,48.85640915,7,1.05307246,96.63990284,1,19.49044908,Medium
PJT_315,Road,Seattle,11/10/2020,9/3/2022,17994986,20249422.27,2254436.267,627,632.699801,5.699800997,1.290982518,1.20622168,362.0794267,17.39713208,73.4064215,Snowy,59,11314.55839,614.2702537,1114,60.93172581,8,1.315284876,66.72888446,0,56.35764484,Low
PJT_316,Road,Los Angeles,11/11/2020,3/4/2023,22614133,31259261.12,8645128.119,548,634.6979398,86.69793984,0.581077923,1.041159043,67.87004341,21.8745003,73.16405984,Sunny,204,31431.50508,502.6418404,1568,89.79508186,3,6.974438153,98.37995967,1,79.49581159,High
PJT_317,Building,Houston,11/12/2020,5/27/2021,41523561,48170791.32,6647230.319,399,398.7206461,-0.279353946,1.627017559,1.252414734,427.7336169,5.766331971,82.0251777,Stormy,166,14043.83148,693.2169214,8951,93.55937172,3,5.709322433,67.83783396,0,67.40025871,Medium
PJT_318,Road,Los Angeles,11/13/2020,2/15/2023,33401727,50046121.95,16644394.95,756,1000.915633,244.9156329,1.65386194,4.029529213,251.6768812,10.18268075,71.032362,Rainy,282,40553.33571,145.5180095,3689,51.21006438,6,8.389101337,56.99272513,0,66.79533984,High
PJT_319,Road,Chicago,11/14/2020,10/7/2021,11825853,14610079.45,2784226.453,411,501.9167596,90.9167596,1.959999976,1.398369283,336.5118115,-5.385612165,84.94670432,Stormy,192,40266.63449,543.9701946,5590,77.1798491,9,3.703688729,69.92017075,0,78.13864753,Medium
PJT_320,Building,Los Angeles,11/15/2020,2/14/2022,17515348,19138973.32,1623625.321,507,649.5653621,142.5653621,1.053552109,0.95760661,149.5570189,-7.124799525,43.28596199,Sunny,109,10067.32171,366.3933626,4340,95.0417191,9,8.339250135,74.73056565,1,30.4318743,High
PJT_321,Road,Los Angeles,11/16/2020,1/1/2022,32343819,33380981.63,1037162.631,622,633.1289361,11.12893607,0.964418071,2.521317304,354.6831707,3.940142132,55.22465917,Rainy,285,46042.90038,393.5665552,3988,67.82390416,8,4.829422721,81.47322051,0,69.53673536,Medium
PJT_322,Road,Chicago,11/17/2020,5/16/2022,33479425,37172618.06,3693193.063,231,237.2479765,6.24797648,1.53160365,4.328225182,397.5081242,-5.916422737,20.98557643,Stormy,208,13758.33412,964.8256884,4151,46.21261432,1,1.87028547,75.2439081,0,45.28996022,Low
PJT_323,Road,Seattle,11/18/2020,12/30/2021,23687400,26613266.8,2925866.801,555,513.3186094,-41.68139061,0.351694247,1.206748519,262.9459341,-4.292391025,20.48703111,Stormy,198,32583.98037,264.4253314,4015,67.46881901,5,9.801204063,76.83593137,0,16.27781368,High
PJT_324,Bridge,Seattle,11/19/2020,2/27/2023,33555703,31583574.16,-1972128.843,442,483.2123103,41.21231033,1.139139476,0.392681214,327.9771158,34.7110623,36.80886343,Rainy,109,49353.5129,380.1207273,7345,62.54769414,9,5.607423362,51.20335192,0,28.19283456,Medium
PJT_325,Bridge,Los Angeles,11/20/2020,7/28/2022,19567224,21949426.29,2382202.287,446,551.1876714,105.1876714,1.13787044,1.782023679,255.3466657,-7.861946664,27.0565038,Stormy,107,44707.84406,558.9033182,4574,74.65947976,9,6.665306626,62.68100846,1,81.46033653,High
PJT_326,Bridge,Chicago,11/21/2020,6/22/2022,39067502,46042735.38,6975233.379,538,761.1413902,223.1413902,0.269998933,3.738259123,452.3411162,26.24185367,38.21479576,Stormy,218,48045.37679,876.7242533,8838,66.31952106,7,7.037174678,65.5348329,0,90.63376283,High
PJT_327,Building,Chicago,11/22/2020,12/17/2021,27504354,36680979.59,9176625.592,496,644.8776084,148.8776084,0.894169762,2.753452723,274.0411312,4.990676185,32.39303062,Rainy,223,20416.9447,475.0030749,2608,41.04075561,4,4.26171027,99.35442689,0,35.45396304,Medium
PJT_328,Dam,Houston,11/23/2020,6/16/2022,22244167,28784790.5,6540623.499,503,584.1026104,81.1026104,1.721241117,4.083966848,428.8139191,37.93501244,21.99640174,Stormy,94,9750.9039,769.4787528,1559,99.639864,4,7.727754879,64.77838692,0,27.13248442,High
PJT_329,Road,Seattle,11/24/2020,10/3/2022,45124953,59802267.83,14677314.83,845,1243.731898,398.731898,1.726691882,4.797960738,410.6084262,16.67457565,83.65129025,Stormy,173,13475.6093,870.7366884,7621,72.61241426,7,8.832398188,94.82894244,0,12.40520538,High
PJT_330,Road,New York,11/25/2020,11/14/2022,2478768,2243330.176,-235437.8238,831,1106.515657,275.515657,0.288551563,3.963312384,234.7271696,6.806705263,20.5756192,Cloudy,75,27522.27028,379.0147202,8126,68.41784533,0,4.484682788,65.23681003,0,95.29276497,Medium
PJT_331,Building,Seattle,11/26/2020,12/8/2022,10953821,11289012.74,335191.7395,742,1081.909548,339.9095483,0.272369677,3.019015394,153.5380213,18.47014146,71.5257501,Cloudy,151,40695.33552,453.4751652,6565,97.27704229,5,6.91300798,54.80551655,0,71.54694325,High
PJT_332,Road,Seattle,11/27/2020,9/28/2022,16008832,20763624.37,4754792.366,808,982.9746494,174.9746494,0.599121406,2.46670794,232.7369597,11.00769105,30.65035208,Sunny,100,11756.91399,420.9006013,5435,49.35162206,9,7.814114416,62.38086995,1,96.13270945,High
PJT_333,Bridge,Houston,11/28/2020,8/11/2022,26853976,31966801.73,5112825.726,600,633.2055389,33.20553893,1.762055519,0.200345432,421.7978191,21.03655856,83.85607354,Cloudy,213,34687.91895,849.5702278,6650,51.35425615,8,2.711133079,63.64141925,0,87.74642647,Low
PJT_334,Dam,New York,11/29/2020,2/12/2022,34957412,31573118.01,-3384293.985,225,209.6316027,-15.36839734,0.344914912,4.921609894,152.4346411,-3.700692242,82.49571577,Cloudy,101,19560.99218,139.9121758,9803,88.48088494,5,3.99336476,98.91242969,0,40.64199334,Medium
PJT_335,Tunnel,Houston,11/30/2020,5/13/2022,27204160,37615104.58,10410944.58,779,1040.47206,261.4720596,1.467993925,1.917405613,285.9963556,44.83447765,65.77308025,Sunny,258,20354.09326,377.5789799,2881,55.6498648,6,1.979162617,83.71457528,1,20.14147412,Medium
PJT_336,Road,New York,12/1/2020,5/16/2022,29044174,39607126.03,10562952.03,899,874.5308371,-24.46916288,0.292214677,0.76114107,412.7435366,13.40557327,67.05639049,Stormy,100,34786.29786,711.4677018,5169,87.95362638,3,6.419876178,96.58404978,0,54.91511154,High
PJT_337,Bridge,Los Angeles,12/2/2020,11/1/2022,10557540,12975760.35,2418220.35,448,484.5859545,36.58595448,1.283961922,3.333544277,209.0648638,9.152685184,20.37373994,Stormy,180,26014.97388,608.8991496,4863,56.29200897,9,8.208439262,91.74975111,0,12.4132418,High
PJT_338,Tunnel,New York,12/3/2020,4/16/2022,25334476,23811316.52,-1523159.481,780,951.1963849,171.1963849,0.776527868,1.421441445,338.9943367,29.06154166,88.94100963,Cloudy,63,41541.49819,492.6604234,8436,41.99125781,0,6.497547909,78.92992453,0,23.49249653,High
PJT_339,Dam,Houston,12/4/2020,10/17/2021,15722791,21381565.45,5658774.453,560,693.6439735,133.6439735,1.59893653,2.928891355,160.5342083,10.01446736,81.44828225,Sunny,226,12016.33293,585.9534045,4708,71.02088343,8,2.618054479,83.76939621,0,31.00893661,Medium
PJT_340,Tunnel,Seattle,12/5/2020,12/4/2022,15163844,18958264.67,3794420.671,297,374.3239257,77.3239257,0.544011853,2.933839539,99.17575042,35.83008678,82.6574358,Stormy,254,40547.67214,277.8261272,2709,51.80118605,5,5.917316419,81.24185968,0,69.90819365,High
